T2M_MIN,T2M_MAX,T2M,PRECTOTCORR,ALLSKY_SFC_SW_DWN,RH2M,WS10M,date,field_id
-5.43,7.38,0.21,0.0,14.55,59.99,1.89,2023-02-11,171623003908442
-3.01,11.08,2.53,0.0,14.45,56.1,2.81,2023-02-12,171623003908442
0.04,12.94,5.51,0.0,14.73,61.58,4.07,2023-02-13,171623003908442
0.24,11.16,6.36,0.85,4.72,83.62,8.61,2023-02-14,171623003908442
-0.14,11.72,7.28,0.02,6.9,76.47,8.25,2023-02-15,171623003908442
-3.21,8.25,2.2,5.62,2.59,90.07,6.01,2023-02-16,171623003908442
-6.03,0.65,-3.54,0.0,9.44,71.51,5.74,2023-02-17,171623003908442
-5.18,8.74,1.41,0.0,12.7,67.42,7.03,2023-02-18,171623003908442
0.99,13.05,6.03,0.0,14.56,73.7,6.72,2023-02-19,171623003908442
-2.36,12.41,4.77,0.0,14.78,78.35,3.13,2023-02-20,171623003908442
-0.4,6.41,2.88,0.0,15.55,63.62,5.13,2023-02-21,171623003908442
2.08,17.78,10.76,30.31,2.95,95.86,5.23,2023-02-22,171623003908442
-5.19,10.94,5.09,0.11,4.44,70.34,8.23,2023-02-23,171623003908442
-7.06,3.57,-2.05,0.07,10.79,70.14,4.61,2023-02-24,171623003908442
-2.88,7.84,1.75,0.15,8.05,81.07,2.83,2023-02-25,171623003908442
-1.46,12.27,5.2,1.47,15.14,80.8,2.93,2023-02-26,171623003908442
5.92,15.97,10.09,11.87,4.36,86.55,10.72,2023-02-27,171623003908442
0.17,12.35,6.31,0.0,14.07,78.2,4.51,2023-02-28,171623003908442
3.74,19.15,9.18,0.02,14.66,79.83,3.92,2023-03-01,171623003908442
-1.87,10.62,4.26,0.03,14.91,75.49,4.76,2023-03-02,171623003908442
-3.82,3.16,1.24,39.1,2.32,93.7,10.36,2023-03-03,171623003908442
-4.33,7.04,1.4,0.06,13.53,86.79,2.96,2023-03-04,171623003908442
-1.98,12.94,5.57,0.29,12.2,83.62,4.88,2023-03-05,171623003908442
3.33,19.54,10.96,0.25,11.8,81.77,7.11,2023-03-06,171623003908442
1.0,9.95,4.87,0.0,17.26,71.16,6.8,2023-03-07,171623003908442
0.94,9.89,4.11,0.0,13.54,61.19,6.2,2023-03-08,171623003908442
0.11,10.4,5.02,5.18,4.83,74.9,4.82,2023-03-09,171623003908442
-0.71,6.66,2.77,0.1,5.7,83.01,7.01,2023-03-10,171623003908442
-3.55,6.49,2.25,2.69,9.63,83.16,4.02,2023-03-11,171623003908442
-3.12,8.36,2.67,0.82,4.16,81.2,4.66,2023-03-12,171623003908442
-4.02,3.93,-0.68,0.02,5.93,77.5,6.59,2023-03-13,171623003908442
-5.3,5.14,-0.43,0.0,20.79,64.53,3.31,2023-03-14,171623003908442
-4.15,10.11,2.86,0.0,17.48,65.25,4.81,2023-03-15,171623003908442
1.34,12.91,7.65,11.44,3.55,81.74,8.75,2023-03-16,171623003908442
-4.14,8.42,0.47,0.69,16.77,68.53,9.25,2023-03-17,171623003908442
-8.88,-2.65,-5.32,0.31,10.33,63.09,8.64,2023-03-18,171623003908442
-5.92,3.14,-2.18,0.0,22.34,65.68,4.48,2023-03-19,171623003908442
-4.12,10.08,2.16,0.0,20.83,62.94,7.51,2023-03-20,171623003908442
-0.21,11.34,4.31,2.25,9.52,77.67,6.03,2023-03-21,171623003908442
3.22,15.39,9.77,10.46,3.71,94.21,6.6,2023-03-22,171623003908442
2.98,15.39,9.36,10.3,5.52,87.79,5.04,2023-03-23,171623003908442
1.61,7.6,4.26,13.27,7.2,90.65,5.82,2023-03-24,171623003908442
2.8,10.37,5.53,2.04,14.82,75.32,6.26,2023-03-25,171623003908442
2.28,18.04,9.54,1.05,17.58,75.74,5.28,2023-03-26,171623003908442
-1.09,11.58,5.43,0.65,18.1,74.75,4.87,2023-03-27,171623003908442
-2.23,10.5,3.46,0.0,16.39,70.1,3.38,2023-03-28,171623003908442
-1.32,10.72,4.02,0.0,17.85,72.76,4.85,2023-03-29,171623003908442
-3.02,16.76,7.45,0.82,19.2,68.32,6.57,2023-03-30,171623003908442
10.17,21.44,16.34,13.44,8.93,85.11,10.71,2023-03-31,171623003908442
0.53,9.65,5.9,0.01,6.07,75.11,8.88,2023-04-01,171623003908442
-2.26,15.24,7.33,0.0,23.14,74.77,5.42,2023-04-02,171623003908442
7.73,21.89,15.31,0.09,15.29,83.8,5.78,2023-04-03,171623003908442
13.67,24.95,20.12,0.47,10.9,86.66,7.6,2023-04-04,171623003908442
2.34,21.62,14.78,11.08,6.62,79.93,9.51,2023-04-05,171623003908442
0.95,10.88,5.56,0.0,19.82,65.12,3.17,2023-04-06,171623003908442
-1.08,14.9,6.88,0.0,24.15,63.32,4.41,2023-04-07,171623003908442
1.07,17.47,8.99,0.0,24.27,65.02,4.54,2023-04-08,171623003908442
1.74,19.14,10.36,0.0,22.9,64.88,4.14,2023-04-09,171623003908442
3.13,21.25,12.79,0.0,21.95,60.01,2.86,2023-04-10,171623003908442
6.84,24.22,15.65,0.0,24.11,68.72,4.88,2023-04-11,171623003908442
8.42,25.32,16.5,0.0,25.0,68.62,5.6,2023-04-12,171623003908442
7.94,25.95,16.67,0.23,25.0,66.59,3.8,2023-04-13,171623003908442
12.72,25.25,18.8,0.01,18.35,73.07,3.73,2023-04-14,171623003908442
13.14,26.17,19.79,2.04,19.19,77.55,5.35,2023-04-15,171623003908442
2.19,18.12,8.09,9.27,8.92,74.62,9.89,2023-04-16,171623003908442
1.75,13.03,6.36,0.29,13.62,63.92,9.82,2023-04-17,171623003908442
0.0,16.93,8.92,0.0,24.15,63.95,2.37,2023-04-18,171623003908442
6.77,26.31,16.84,0.14,19.04,66.57,7.96,2023-04-19,171623003908442
10.61,25.54,18.92,10.11,13.01,75.82,9.03,2023-04-20,171623003908442
6.72,17.54,11.65,0.69,19.34,64.98,4.09,2023-04-21,171623003908442
1.62,8.6,5.27,0.05,12.66,69.31,5.96,2023-04-22,171623003908442
-0.12,9.31,4.27,0.0,12.93,68.12,4.67,2023-04-23,171623003908442
-1.24,14.03,7.29,0.06,24.57,58.53,3.04,2023-04-24,171623003908442
3.09,14.67,8.97,0.82,16.73,75.37,4.61,2023-04-25,171623003908442
0.99,15.08,7.76,0.0,27.5,68.67,4.38,2023-04-26,171623003908442
2.09,16.72,10.15,0.13,22.78,72.24,3.61,2023-04-27,171623003908442
7.07,19.84,12.89,0.21,20.76,69.4,4.33,2023-04-28,171623003908442
6.08,18.41,12.05,5.54,17.03,71.84,5.17,2023-04-29,171623003908442
3.72,10.85,6.7,1.71,13.2,78.88,7.68,2023-04-30,171623003908442
4.28,13.91,8.84,0.25,14.29,70.07,8.85,2023-05-01,171623003908442
4.37,16.45,10.08,0.0,21.71,64.07,7.61,2023-05-02,171623003908442
1.99,16.86,10.24,0.0,28.37,64.47,3.64,2023-05-03,171623003908442
5.6,22.01,14.2,0.0,27.73,62.27,2.29,2023-05-04,171623003908442
8.29,23.41,16.28,0.0,26.07,69.11,4.68,2023-05-05,171623003908442
11.33,23.86,18.11,14.87,14.01,82.85,6.16,2023-05-06,171623003908442
17.76,25.77,21.49,18.77,21.59,91.91,4.88,2023-05-07,171623003908442
13.97,23.06,18.63,7.96,16.35,88.48,3.15,2023-05-08,171623003908442
11.52,23.51,16.96,0.59,27.33,71.47,4.39,2023-05-09,171623003908442
9.74,24.86,17.37,0.0,27.78,64.02,3.97,2023-05-10,171623003908442
12.35,27.42,20.15,0.22,23.09,70.03,3.65,2023-05-11,171623003908442
18.29,26.91,22.44,0.63,12.05,82.19,3.12,2023-05-12,171623003908442
18.57,25.41,22.01,3.02,13.95,88.98,2.09,2023-05-13,171623003908442
14.52,25.0,19.74,2.18,14.63,81.29,5.38,2023-05-14,171623003908442
12.3,22.52,17.01,2.36,18.21,69.09,3.9,2023-05-15,171623003908442
11.23,23.31,16.55,2.16,19.7,69.83,2.99,2023-05-16,171623003908442
9.27,23.42,16.1,0.0,25.71,67.27,4.61,2023-05-17,171623003908442
7.69,24.81,16.48,0.0,25.42,64.62,3.98,2023-05-18,171623003908442
12.97,26.24,18.12,2.68,10.5,75.41,5.58,2023-05-19,171623003908442
8.37,21.05,15.27,0.01,29.16,66.97,3.96,2023-05-20,171623003908442
10.36,25.26,19.34,0.0,29.35,49.81,0.91,2023-05-21,171623003908442
15.89,26.03,20.92,0.0,26.21,51.69,1.56,2023-05-22,171623003908442
15.33,27.74,21.71,0.0,28.01,59.7,2.26,2023-05-23,171623003908442
15.66,28.67,21.68,0.0,25.51,56.6,3.5,2023-05-24,171623003908442
9.69,21.0,15.06,0.0,29.28,56.33,5.9,2023-05-25,171623003908442
5.74,23.78,15.35,0.0,31.18,58.35,5.05,2023-05-26,171623003908442
7.76,25.19,17.4,0.0,27.79,59.28,4.06,2023-05-27,171623003908442
13.01,26.54,19.45,0.0,24.42,63.26,2.58,2023-05-28,171623003908442
13.66,28.67,21.6,0.0,24.94,58.84,2.58,2023-05-29,171623003908442
15.85,31.17,23.77,0.04,24.01,59.14,2.22,2023-05-30,171623003908442
18.0,31.22,24.69,1.78,20.72,66.35,2.71,2023-05-31,171623003908442
19.01,30.1,24.95,5.55,19.48,68.93,2.36,2023-06-01,171623003908442
17.89,31.74,24.68,0.0,28.76,56.01,3.52,2023-06-02,171623003908442
16.95,31.47,24.12,0.0,26.25,60.4,4.45,2023-06-03,171623003908442
15.04,29.01,22.1,0.0,25.13,57.76,4.57,2023-06-04,171623003908442
10.76,26.65,19.79,0.0,21.84,48.03,3.64,2023-06-05,171623003908442
15.78,28.7,21.66,1.92,18.89,57.91,3.06,2023-06-06,171623003908442
11.36,26.49,19.47,3.19,25.6,62.5,3.91,2023-06-07,171623003908442
8.99,25.68,17.81,0.0,30.54,56.63,3.14,2023-06-08,171623003908442
8.67,26.98,19.54,0.0,29.64,40.27,2.42,2023-06-09,171623003908442
14.96,28.84,22.11,0.0,28.98,44.19,3.05,2023-06-10,171623003908442
11.07,18.52,16.38,14.67,9.98,76.99,6.13,2023-06-11,171623003908442
8.08,21.58,15.34,0.02,27.55,60.19,5.04,2023-06-12,171623003908442
11.61,26.95,19.54,0.06,13.53,57.09,6.46,2023-06-13,171623003908442
16.28,26.2,21.53,0.0,20.03,68.05,2.53,2023-06-14,171623003908442
13.96,31.28,23.01,0.0,21.76,61.05,3.97,2023-06-15,171623003908442
10.98,25.71,18.11,0.0,25.72,64.85,3.97,2023-06-16,171623003908442
10.89,28.31,20.43,0.0,29.03,62.67,1.68,2023-06-17,171623003908442
14.71,30.15,22.41,0.22,22.05,63.18,3.41,2023-06-18,171623003908442
16.14,30.9,23.45,0.02,24.48,60.0,4.31,2023-06-19,171623003908442
17.7,32.76,25.03,0.0,28.0,57.31,5.88,2023-06-20,171623003908442
18.21,32.65,25.33,0.0,28.58,54.0,5.55,2023-06-21,171623003908442
18.37,30.24,23.88,0.05,22.39,54.01,3.21,2023-06-22,171623003908442
16.93,31.35,24.26,0.0,22.64,56.77,2.43,2023-06-23,171623003908442
19.32,34.06,26.85,0.32,28.21,45.97,2.19,2023-06-24,171623003908442
21.35,33.92,27.39,2.24,28.9,56.24,7.09,2023-06-25,171623003908442
19.4,29.19,23.97,0.06,14.72,62.34,6.75,2023-06-26,171623003908442
17.49,30.24,23.31,0.0,23.44,60.05,4.07,2023-06-27,171623003908442
14.39,31.54,21.78,2.21,13.86,61.3,3.31,2023-06-28,171623003908442
18.87,29.16,23.96,21.69,9.43,82.59,4.77,2023-06-29,171623003908442
21.48,30.8,25.74,14.34,16.39,83.06,1.62,2023-06-30,171623003908442
22.35,29.08,25.42,20.65,17.25,88.82,3.13,2023-07-01,171623003908442
18.76,25.94,23.04,5.25,15.93,86.13,3.88,2023-07-02,171623003908442
18.69,30.4,25.1,1.32,27.08,71.97,3.2,2023-07-03,171623003908442
19.9,32.57,26.5,0.03,27.31,67.29,2.58,2023-07-04,171623003908442
21.03,32.34,26.5,13.07,21.52,75.82,3.63,2023-07-05,171623003908442
19.17,29.68,24.31,0.37,24.06,74.11,3.38,2023-07-06,171623003908442
16.15,29.03,23.08,22.47,27.04,67.75,2.23,2023-07-07,171623003908442
17.41,24.38,21.06,10.21,15.83,82.34,2.81,2023-07-08,171623003908442
15.54,27.18,21.29,0.0,28.49,71.75,2.32,2023-07-09,171623003908442
16.87,28.34,22.66,0.0,29.74,66.65,2.57,2023-07-10,171623003908442
16.87,30.8,24.33,0.71,28.38,67.9,3.92,2023-07-11,171623003908442
19.17,30.94,25.24,0.54,16.45,65.8,4.77,2023-07-12,171623003908442
19.74,28.76,24.44,0.24,18.22,75.8,2.29,2023-07-13,171623003908442
19.57,33.68,27.04,0.4,28.2,66.26,2.56,2023-07-14,171623003908442
19.61,29.68,24.99,8.66,23.3,76.85,3.92,2023-07-15,171623003908442
17.74,29.87,23.6,0.12,17.43,70.55,3.85,2023-07-16,171623003908442
18.4,29.26,23.45,1.09,19.56,74.84,3.55,2023-07-17,171623003908442
17.15,27.88,22.14,0.45,19.29,65.26,2.33,2023-07-18,171623003908442
15.17,31.44,24.18,0.0,27.15,57.72,1.79,2023-07-19,171623003908442
20.41,32.79,26.35,1.28,24.71,69.34,4.48,2023-07-20,171623003908442
17.33,27.44,22.27,0.0,22.34,65.16,3.07,2023-07-21,171623003908442
14.95,29.77,23.15,0.01,26.16,53.92,2.16,2023-07-22,171623003908442
17.46,31.9,25.27,0.44,23.55,55.81,2.62,2023-07-23,171623003908442
19.45,33.55,26.09,0.1,24.1,59.17,2.06,2023-07-24,171623003908442
17.39,34.78,26.66,3.28,25.17,56.18,2.99,2023-07-25,171623003908442
23.1,36.24,28.91,1.03,16.67,67.1,5.95,2023-07-26,171623003908442
23.56,37.43,30.6,1.46,26.75,61.78,1.77,2023-07-27,171623003908442
24.97,38.2,30.78,5.35,26.44,59.54,4.66,2023-07-28,171623003908442
21.62,33.57,27.33,2.09,22.73,69.92,3.14,2023-07-29,171623003908442
18.35,32.49,25.31,0.0,27.47,57.63,3.61,2023-07-30,171623003908442
17.13,31.31,23.98,0.0,24.63,47.14,2.5,2023-07-31,171623003908442
16.5,31.52,24.06,0.0,23.22,46.46,2.65,2023-08-01,171623003908442
18.69,31.22,23.99,1.91,14.25,60.78,3.49,2023-08-02,171623003908442
19.53,33.63,25.83,0.0,21.26,60.48,1.92,2023-08-03,171623003908442
18.36,34.58,26.78,0.0,24.73,49.97,2.02,2023-08-04,171623003908442
19.97,30.27,24.45,22.84,4.68,81.55,4.25,2023-08-05,171623003908442
17.93,28.8,23.24,13.05,11.5,78.92,4.23,2023-08-06,171623003908442
17.86,24.83,21.66,3.57,11.92,84.0,3.99,2023-08-07,171623003908442
15.77,28.3,22.43,2.92,22.04,73.86,3.0,2023-08-08,171623003908442
16.99,28.6,21.88,20.98,10.29,83.5,2.48,2023-08-09,171623003908442
15.55,28.32,22.29,0.18,23.88,78.09,2.36,2023-08-10,171623003908442
19.05,31.57,25.18,2.04,17.71,75.9,4.21,2023-08-11,171623003908442
19.23,31.56,25.6,1.73,24.42,75.66,4.29,2023-08-12,171623003908442
17.86,30.6,23.5,0.29,14.82,61.49,2.25,2023-08-13,171623003908442
17.91,26.47,21.88,2.63,10.44,76.28,3.84,2023-08-14,171623003908442
16.5,26.1,20.85,0.07,18.11,72.02,4.74,2023-08-15,171623003908442
14.4,28.72,21.62,0.0,26.4,60.5,2.54,2023-08-16,171623003908442
16.61,27.86,21.45,1.76,20.82,67.39,6.17,2023-08-17,171623003908442
13.28,27.63,20.51,0.0,24.39,59.5,2.09,2023-08-18,171623003908442
13.87,31.29,22.43,0.0,23.58,57.86,4.27,2023-08-19,171623003908442
19.62,35.13,27.16,0.01,20.43,70.11,2.39,2023-08-20,171623003908442
21.36,35.43,28.1,0.0,17.99,68.88,2.84,2023-08-21,171623003908442
20.49,35.89,27.89,0.0,21.71,63.43,2.48,2023-08-22,171623003908442
21.6,35.32,28.71,0.0,21.36,65.84,3.93,2023-08-23,171623003908442
24.27,34.99,29.32,0.0,23.58,68.98,4.7,2023-08-24,171623003908442
23.97,35.43,29.19,12.29,22.22,71.61,2.6,2023-08-25,171623003908442
18.83,31.17,24.91,6.38,13.1,74.17,4.09,2023-08-26,171623003908442
15.88,29.1,22.07,0.25,21.48,65.28,4.33,2023-08-27,171623003908442
13.26,28.87,21.53,0.0,24.32,56.44,2.44,2023-08-28,171623003908442
14.86,30.75,22.82,2.54,20.27,60.84,2.86,2023-08-29,171623003908442
13.05,26.81,19.58,0.35,23.71,66.07,5.04,2023-08-30,171623003908442
10.19,27.62,18.39,0.0,24.91,58.92,3.31,2023-08-31,171623003908442
12.12,29.95,20.8,0.0,21.84,60.16,2.78,2023-09-01,171623003908442
16.87,32.82,24.01,0.0,23.98,57.61,3.07,2023-09-02,171623003908442
19.71,34.26,26.59,0.0,22.94,68.0,4.25,2023-09-03,171623003908442
21.02,32.82,26.85,0.2,19.83,70.84,3.94,2023-09-04,171623003908442
22.43,33.47,26.4,0.39,11.28,71.75,5.5,2023-09-05,171623003908442
18.73,29.55,24.45,7.5,14.7,71.21,5.79,2023-09-06,171623003908442
17.32,27.33,21.51,0.04,6.59,70.93,3.4,2023-09-07,171623003908442
14.97,26.65,20.4,0.05,10.08,70.28,3.17,2023-09-08,171623003908442
13.43,27.52,19.76,0.0,20.89,67.78,3.48,2023-09-09,171623003908442
10.87,28.4,20.09,0.0,20.93,54.66,2.36,2023-09-10,171623003908442
15.38,27.8,20.84,2.8,8.42,55.17,2.68,2023-09-11,171623003908442
14.37,25.49,19.01,0.49,18.91,65.99,3.47,2023-09-12,171623003908442
11.92,26.35,18.27,0.0,20.4,55.74,3.27,2023-09-13,171623003908442
8.64,25.33,16.72,0.0,22.35,56.8,3.13,2023-09-14,171623003908442
9.77,27.96,19.19,0.0,21.77,55.36,2.1,2023-09-15,171623003908442
13.72,25.24,18.8,0.44,9.36,57.76,1.92,2023-09-16,171623003908442
13.17,21.48,17.51,1.86,10.01,77.95,4.57,2023-09-17,171623003908442
9.66,25.41,17.66,0.01,17.49,62.17,2.56,2023-09-18,171623003908442
11.61,28.09,19.18,0.01,14.56,51.52,4.55,2023-09-19,171623003908442
12.89,28.54,20.25,1.28,13.9,57.19,3.27,2023-09-20,171623003908442
16.62,24.52,19.54,31.23,5.64,83.69,3.33,2023-09-21,171623003908442
15.57,29.4,21.65,7.78,9.99,68.66,3.12,2023-09-22,171623003908442
14.31,28.79,20.56,0.0,18.62,53.1,3.49,2023-09-23,171623003908442
11.05,25.65,19.31,0.0,14.48,54.05,2.94,2023-09-24,171623003908442
15.25,28.73,21.93,0.06,12.44,58.98,2.29,2023-09-25,171623003908442
16.9,29.67,22.05,1.13,14.36,68.96,2.44,2023-09-26,171623003908442
16.79,24.95,20.14,7.3,6.95,84.24,2.24,2023-09-27,171623003908442
14.63,26.07,19.41,0.05,8.22,76.34,2.3,2023-09-28,171623003908442
12.52,27.42,19.41,0.01,16.39,71.03,2.61,2023-09-29,171623003908442
12.94,29.81,20.55,0.0,18.18,67.33,2.95,2023-09-30,171623003908442
13.66,30.01,21.26,0.0,18.41,65.94,2.78,2023-10-01,171623003908442
14.23,30.26,21.58,0.0,18.12,61.86,2.68,2023-10-02,171623003908442
15.01,31.37,22.52,0.0,17.63,56.9,3.38,2023-10-03,171623003908442
17.4,30.43,22.46,1.54,10.98,61.92,4.76,2023-10-04,171623003908442
14.41,23.04,18.51,21.79,6.36,84.39,3.93,2023-10-05,171623003908442
7.01,19.74,12.36,0.04,9.99,55.06,5.81,2023-10-06,171623003908442
5.22,16.77,10.21,0.0,17.43,61.6,5.11,2023-10-07,171623003908442
5.66,17.19,10.89,0.0,10.99,61.24,2.92,2023-10-08,171623003908442
4.29,17.1,9.98,0.0,14.53,61.64,3.65,2023-10-09,171623003908442
2.28,18.23,9.86,0.0,16.15,53.99,3.7,2023-10-10,171623003908442
4.74,17.13,11.55,0.71,10.4,67.03,3.43,2023-10-11,171623003908442
10.14,26.14,17.21,0.07,14.47,72.52,3.02,2023-10-12,171623003908442
12.43,23.18,17.09,22.84,2.87,82.65,6.36,2023-10-13,171623003908442
9.25,14.54,11.71,0.91,5.73,82.55,5.87,2023-10-14,171623003908442
8.22,14.7,10.78,0.17,10.98,74.56,5.78,2023-10-15,171623003908442
6.37,13.55,9.99,0.01,6.73,80.38,4.1,2023-10-16,171623003908442
4.5,18.62,10.91,0.0,14.6,74.22,3.0,2023-10-17,171623003908442
5.42,19.86,12.58,1.74,9.65,69.97,6.12,2023-10-18,171623003908442
9.94,15.5,12.69,5.11,4.55,82.49,5.24,2023-10-19,171623003908442
7.65,17.6,11.68,0.07,14.31,75.08,5.5,2023-10-20,171623003908442
6.38,21.61,13.29,0.0,14.87,67.86,6.87,2023-10-21,171623003908442
6.35,15.88,10.25,0.0,15.09,72.81,2.82,2023-10-22,171623003908442
4.48,21.47,12.37,0.0,12.51,61.32,5.1,2023-10-23,171623003908442
10.89,23.6,16.37,1.25,9.36,65.58,5.19,2023-10-24,171623003908442
13.79,22.25,17.22,7.09,3.07,74.87,5.84,2023-10-25,171623003908442
15.4,25.25,19.39,3.46,6.4,74.72,6.75,2023-10-26,171623003908442
8.4,26.11,18.38,5.44,4.55,77.12,6.0,2023-10-27,171623003908442
5.14,11.59,8.78,9.7,8.88,72.1,4.52,2023-10-28,171623003908442
3.28,13.48,8.53,15.86,2.53,83.94,5.69,2023-10-29,171623003908442
-3.03,7.59,2.32,0.03,13.14,63.92,5.39,2023-10-30,171623003908442
-4.54,3.35,-0.33,0.08,7.19,68.72,6.9,2023-10-31,171623003908442
-3.9,8.5,1.35,0.01,11.55,72.12,3.63,2023-11-01,171623003908442
-2.67,13.63,4.89,0.0,12.46,61.0,5.98,2023-11-02,171623003908442
1.38,15.92,8.6,0.02,8.25,53.05,6.99,2023-11-03,171623003908442
4.8,17.48,10.17,0.01,11.86,78.21,3.37,2023-11-04,171623003908442
4.33,17.26,9.1,0.0,12.12,70.87,2.93,2023-11-05,171623003908442
8.87,22.32,14.63,0.02,4.99,74.52,6.62,2023-11-06,171623003908442
6.95,18.42,12.04,0.0,10.4,73.81,3.67,2023-11-07,171623003908442
10.09,24.63,16.77,0.17,8.22,82.03,6.6,2023-11-08,171623003908442
5.42,14.84,9.38,0.0,12.14,65.41,4.51,2023-11-09,171623003908442
0.45,12.07,5.93,0.0,12.53,64.52,4.13,2023-11-10,171623003908442
-2.26,11.81,4.16,0.0,11.99,71.16,3.04,2023-11-11,171623003908442
1.12,14.92,6.65,0.0,11.74,64.58,4.0,2023-11-12,171623003908442
1.54,17.8,7.96,0.0,12.28,64.41,3.86,2023-11-13,171623003908442
-0.15,16.57,6.86,0.0,12.17,56.47,3.84,2023-11-14,171623003908442
0.08,19.49,8.26,0.0,11.19,63.98,3.98,2023-11-15,171623003908442
4.82,18.75,12.03,0.0,8.6,74.73,6.08,2023-11-16,171623003908442
1.26,15.15,11.0,0.44,8.37,72.58,5.08,2023-11-17,171623003908442
-0.39,12.61,4.74,0.0,11.42,61.5,2.59,2023-11-18,171623003908442
0.16,15.34,6.58,0.0,10.62,61.14,2.66,2023-11-19,171623003908442
4.85,10.9,7.44,10.23,3.6,74.63,6.34,2023-11-20,171623003908442
1.33,8.04,6.06,1.4,2.87,83.14,5.29,2023-11-21,171623003908442
-0.19,8.21,2.89,0.01,5.25,82.29,3.96,2023-11-22,171623003908442
-1.22,11.04,3.71,0.0,10.25,74.77,4.2,2023-11-23,171623003908442
-1.09,6.13,2.0,0.0,8.31,68.42,5.29,2023-11-24,171623003908442
-3.64,5.5,0.1,0.0,7.93,67.56,2.49,2023-11-25,171623003908442
-3.81,2.73,-0.53,4.37,2.71,84.73,4.6,2023-11-26,171623003908442
-7.4,0.64,-3.82,0.0,9.88,72.55,6.36,2023-11-27,171623003908442
-8.43,-2.11,-5.57,0.0,8.2,57.65,4.25,2023-11-28,171623003908442
-5.19,8.24,0.19,0.0,9.68,75.1,5.01,2023-11-29,171623003908442
0.6,9.6,3.95,6.34,7.57,91.83,5.43,2023-11-30,171623003908442
2.12,6.35,4.75,17.94,2.35,96.59,3.52,2023-12-01,171623003908442
0.88,7.81,4.41,2.2,2.79,90.55,2.09,2023-12-02,171623003908442
-0.7,6.59,3.28,2.0,3.25,87.07,4.26,2023-12-03,171623003908442
-1.92,7.42,1.69,0.17,3.63,83.01,2.75,2023-12-04,171623003908442
-1.27,7.53,2.57,1.58,2.8,88.15,4.8,2023-12-05,171623003908442
-3.27,6.17,1.35,0.0,4.75,79.14,4.5,2023-12-06,171623003908442
-0.06,13.74,5.86,0.0,8.9,75.99,6.84,2023-12-07,171623003908442
4.54,12.97,8.79,0.63,5.71,76.59,7.94,2023-12-08,171623003908442
0.44,12.3,8.72,0.99,7.12,74.5,7.63,2023-12-09,171623003908442
-5.49,2.14,-1.27,0.07,2.87,77.77,4.5,2023-12-10,171623003908442
-5.6,4.85,-1.21,0.0,9.11,74.31,3.42,2023-12-11,171623003908442
-3.73,7.35,-0.04,0.0,9.26,74.83,4.11,2023-12-12,171623003908442
-2.59,6.55,0.95,0.0,8.55,55.57,1.89,2023-12-13,171623003908442
-1.4,10.54,2.93,0.0,9.12,55.79,2.66,2023-12-14,171623003908442
-0.85,12.19,4.32,0.0,7.04,69.04,4.21,2023-12-15,171623003908442
3.94,10.76,6.23,18.15,1.88,82.63,5.08,2023-12-16,171623003908442
0.92,7.02,3.94,0.18,1.49,89.22,4.33,2023-12-17,171623003908442
-6.76,-0.16,-2.63,0.01,3.97,69.3,8.27,2023-12-18,171623003908442
-6.81,0.8,-3.07,0.0,8.12,64.32,4.01,2023-12-19,171623003908442
-3.25,7.8,0.87,0.2,8.2,68.51,4.63,2023-12-20,171623003908442
-0.17,10.42,3.73,0.21,5.3,75.82,3.53,2023-12-21,171623003908442
3.27,7.7,5.47,7.89,2.55,86.59,4.41,2023-12-22,171623003908442
6.04,10.72,7.9,0.44,2.95,95.71,3.4,2023-12-23,171623003908442
5.73,16.14,10.26,0.21,5.94,90.5,4.94,2023-12-24,171623003908442
5.47,13.12,10.67,9.06,2.66,90.84,7.58,2023-12-25,171623003908442
-0.04,7.3,3.78,0.22,4.85,73.16,3.24,2023-12-26,171623003908442
-1.75,6.49,2.11,0.14,6.73,77.0,4.27,2023-12-27,171623003908442
0.49,2.42,1.24,4.44,1.97,90.89,5.34,2023-12-28,171623003908442
-0.02,4.65,1.99,3.22,2.7,94.6,4.02,2023-12-29,171623003908442
-2.76,5.62,0.56,0.07,7.99,85.88,4.14,2023-12-30,171623003908442
-2.53,0.85,-1.08,0.06,3.37,84.32,5.68,2023-12-31,171623003908442
-5.13,3.35,-1.72,0.0,4.93,83.53,4.54,2024-01-01,171623003908442
-5.37,2.61,-2.12,0.0,8.68,83.09,4.65,2024-01-02,171623003908442
-3.9,3.13,-1.13,0.0,1.84,86.21,3.55,2024-01-03,171623003908442
-4.01,3.95,-0.91,0.0,6.35,79.69,2.45,2024-01-04,171623003908442
-4.11,3.08,-1.13,2.52,7.23,78.48,3.63,2024-01-05,171623003908442
-2.45,3.19,-0.01,2.55,2.26,93.81,2.73,2024-01-06,171623003908442
-3.87,3.24,-0.7,0.29,2.67,89.22,4.13,2024-01-07,171623003908442
-3.38,3.63,-0.02,5.73,4.14,87.23,5.37,2024-01-08,171623003908442
-0.58,0.94,0.27,16.21,2.78,96.07,6.72,2024-01-09,171623003908442
-5.31,0.09,-2.1,0.05,3.81,88.92,6.83,2024-01-10,171623003908442
-2.97,1.51,-0.87,0.14,7.47,84.98,5.31,2024-01-11,171623003908442
-7.18,1.78,-0.74,27.7,1.83,94.19,9.61,2024-01-12,171623003908442
-18.07,-7.27,-11.36,1.13,6.21,89.0,10.68,2024-01-13,171623003908442
