T2M_MIN,T2M_MAX,T2M,PRECTOTCORR,ALLSKY_SFC_SW_DWN,RH2M,WS10M,date,field_id
-6.58,2.31,-2.11,0.0,7.78,81.53,8.33,2022-01-04,171623003907856
-13.26,-0.03,-7.16,0.0,7.92,74.97,10.32,2022-01-05,171623003907856
-14.07,-9.42,-11.6,0.0,7.88,77.0,6.54,2022-01-06,171623003907856
-17.54,-8.71,-12.74,0.0,9.23,76.44,3.61,2022-01-07,171623003907856
-11.0,2.9,-3.74,3.41,2.36,85.48,7.72,2022-01-08,171623003907856
-11.45,2.39,-3.37,1.59,8.68,74.83,6.73,2022-01-09,171623003907856
-12.26,-1.51,-8.28,0.0,9.1,72.25,4.66,2022-01-10,171623003907856
-12.62,0.86,-5.43,0.0,9.1,68.46,6.77,2022-01-11,171623003907856
-2.43,4.14,0.93,0.0,4.47,92.21,4.19,2022-01-12,171623003907856
-2.12,5.34,0.59,0.02,7.24,94.78,3.98,2022-01-13,171623003907856
-2.0,4.56,0.41,0.22,4.22,90.18,3.71,2022-01-14,171623003907856
-7.75,-0.49,-3.27,0.36,7.39,74.79,7.09,2022-01-15,171623003907856
-10.85,-0.37,-5.57,0.04,9.21,78.92,3.91,2022-01-16,171623003907856
-7.79,-0.9,-4.74,0.0,3.45,85.21,5.71,2022-01-17,171623003907856
-8.5,6.37,-0.42,0.0,9.18,86.69,6.77,2022-01-18,171623003907856
-11.42,3.47,-3.54,0.0,6.41,74.98,7.77,2022-01-19,171623003907856
-15.01,-7.0,-11.63,0.0,11.25,77.24,5.07,2022-01-20,171623003907856
-13.9,-3.78,-8.85,0.0,11.01,77.41,2.41,2022-01-21,171623003907856
-11.35,1.9,-5.36,0.0,9.89,76.74,5.21,2022-01-22,171623003907856
-8.83,-0.12,-4.17,0.03,9.03,76.98,6.04,2022-01-23,171623003907856
-9.17,5.06,-3.5,0.18,4.84,81.94,6.53,2022-01-24,171623003907856
-15.32,-5.85,-10.91,0.0,10.2,74.83,5.1,2022-01-25,171623003907856
-19.0,-8.06,-13.71,0.0,11.42,77.71,2.95,2022-01-26,171623003907856
-11.58,1.96,-4.19,0.24,7.63,83.85,5.38,2022-01-27,171623003907856
-11.17,-3.12,-5.63,0.67,6.93,85.13,4.55,2022-01-28,171623003907856
-13.75,-2.37,-7.56,0.0,7.81,74.07,3.74,2022-01-29,171623003907856
-7.41,0.75,-3.93,0.15,9.83,85.85,4.52,2022-01-30,171623003907856
-8.78,3.27,-2.2,0.0,10.28,82.05,4.56,2022-01-31,171623003907856
-0.91,6.02,2.49,9.68,4.78,94.22,6.13,2022-02-01,171623003907856
-8.7,0.1,-4.41,18.27,1.79,92.68,8.81,2022-02-02,171623003907856
-9.86,-5.72,-7.0,6.45,3.24,93.29,8.26,2022-02-03,171623003907856
-16.19,-4.14,-9.64,0.01,9.11,91.53,4.49,2022-02-04,171623003907856
-23.16,-8.23,-14.56,0.0,13.6,94.92,4.37,2022-02-05,171623003907856
-12.57,0.58,-6.35,0.0,13.46,92.74,5.24,2022-02-06,171623003907856
-13.01,-4.77,-8.71,0.0,9.88,90.72,3.9,2022-02-07,171623003907856
-14.56,3.47,-3.89,0.0,10.5,93.95,5.29,2022-02-08,171623003907856
-2.58,5.26,0.99,0.0,7.03,88.69,4.94,2022-02-09,171623003907856
-5.64,1.98,-1.36,0.0,10.5,80.2,5.05,2022-02-10,171623003907856
-4.5,7.62,2.0,9.78,8.75,86.45,7.29,2022-02-11,171623003907856
-9.33,-4.13,-6.42,0.02,6.86,67.96,5.66,2022-02-12,171623003907856
-12.57,-6.66,-9.79,0.43,6.55,78.83,3.11,2022-02-13,171623003907856
-13.67,-0.47,-7.39,0.03,10.37,74.49,2.41,2022-02-14,171623003907856
-9.02,6.65,-0.74,0.0,10.67,81.24,5.72,2022-02-15,171623003907856
4.35,12.83,9.1,8.44,9.74,89.72,10.57,2022-02-16,171623003907856
-10.76,12.99,0.06,20.83,1.92,88.26,9.66,2022-02-17,171623003907856
-15.59,-0.69,-6.81,0.0,12.44,80.31,6.78,2022-02-18,171623003907856
-12.15,-0.72,-6.99,0.0,14.63,69.48,5.88,2022-02-19,171623003907856
-8.41,9.99,1.0,0.0,14.32,80.77,7.91,2022-02-20,171623003907856
1.17,13.99,7.4,1.88,14.05,93.33,6.73,2022-02-21,171623003907856
-5.17,17.73,7.54,6.0,5.29,83.56,8.45,2022-02-22,171623003907856
-7.69,-1.41,-4.68,0.48,9.35,67.85,5.81,2022-02-23,171623003907856
-4.44,1.79,-1.57,4.0,3.48,82.76,4.77,2022-02-24,171623003907856
-8.24,-0.37,-3.71,0.06,7.88,82.13,5.01,2022-02-25,171623003907856
-10.31,1.9,-4.17,0.0,16.24,77.83,2.6,2022-02-26,171623003907856
-6.2,7.71,0.11,0.0,17.57,72.21,4.04,2022-02-27,171623003907856
-1.86,10.96,3.51,0.0,15.18,68.31,4.58,2022-02-28,171623003907856
0.7,17.67,7.18,0.0,14.36,79.29,4.62,2022-03-01,171623003907856
-1.41,16.79,7.18,0.0,13.03,82.46,4.5,2022-03-02,171623003907856
-2.4,5.93,0.82,0.0,10.54,72.28,5.79,2022-03-03,171623003907856
-3.14,8.7,2.89,0.0,12.38,74.74,5.26,2022-03-04,171623003907856
2.09,21.17,12.9,3.57,11.33,84.56,9.2,2022-03-05,171623003907856
1.34,16.42,7.39,12.54,16.2,76.65,7.44,2022-03-06,171623003907856
-6.42,3.22,-0.24,12.45,6.81,85.48,6.73,2022-03-07,171623003907856
-6.86,4.34,-1.28,0.0,17.33,78.08,1.87,2022-03-08,171623003907856
-3.11,8.59,1.52,0.0,18.15,73.22,3.73,2022-03-09,171623003907856
-3.59,5.31,-0.03,1.43,11.6,76.05,3.9,2022-03-10,171623003907856
-7.52,1.29,-2.77,1.65,9.59,70.92,6.64,2022-03-11,171623003907856
-11.14,-3.43,-7.41,0.0,16.09,62.3,7.27,2022-03-12,171623003907856
-7.36,12.32,2.54,0.0,19.17,74.19,6.7,2022-03-13,171623003907856
0.43,16.08,7.79,0.01,18.88,76.6,6.79,2022-03-14,171623003907856
5.96,18.95,12.32,0.07,15.32,80.16,3.23,2022-03-15,171623003907856
5.59,20.47,12.55,0.0,15.82,78.68,4.15,2022-03-16,171623003907856
7.47,21.6,13.75,0.01,15.18,83.79,4.01,2022-03-17,171623003907856
9.61,15.91,12.39,12.11,4.03,91.48,3.38,2022-03-18,171623003907856
1.49,10.14,5.24,2.66,6.78,86.36,6.11,2022-03-19,171623003907856
-0.84,18.22,8.79,0.0,20.98,70.07,4.09,2022-03-20,171623003907856
6.58,21.26,13.17,1.74,19.49,68.52,5.95,2022-03-21,171623003907856
9.78,14.59,11.96,16.21,7.6,90.17,8.09,2022-03-22,171623003907856
4.46,15.62,10.51,2.79,8.22,85.46,7.17,2022-03-23,171623003907856
0.98,6.08,4.28,4.79,8.8,86.96,6.02,2022-03-24,171623003907856
-0.03,11.46,5.03,0.12,10.49,73.18,8.11,2022-03-25,171623003907856
-4.65,4.81,0.32,0.0,16.87,65.52,7.74,2022-03-26,171623003907856
-5.43,4.62,-1.03,0.0,23.9,65.4,4.33,2022-03-27,171623003907856
-4.78,4.87,0.11,0.0,21.7,61.68,3.99,2022-03-28,171623003907856
-2.15,6.46,2.81,0.05,6.57,75.92,7.92,2022-03-29,171623003907856
5.13,20.38,14.8,44.83,3.7,92.9,9.03,2022-03-30,171623003907856
-0.03,6.3,3.28,2.33,6.09,81.64,8.11,2022-03-31,171623003907856
-3.04,8.42,2.86,0.03,17.81,72.94,3.64,2022-04-01,171623003907856
-2.13,12.0,3.77,0.54,8.15,83.58,6.39,2022-04-02,171623003907856
-1.49,14.58,7.29,0.16,22.34,70.95,3.12,2022-04-03,171623003907856
4.63,15.53,9.28,0.39,16.41,76.8,5.0,2022-04-04,171623003907856
2.33,13.7,8.86,0.5,9.47,89.04,4.39,2022-04-05,171623003907856
3.54,14.81,9.81,14.46,16.22,74.02,6.95,2022-04-06,171623003907856
2.97,8.59,5.56,1.0,11.73,75.39,7.64,2022-04-07,171623003907856
0.8,6.9,3.67,1.64,9.14,81.45,5.91,2022-04-08,171623003907856
-1.94,10.8,4.74,0.06,20.34,69.27,4.76,2022-04-09,171623003907856
-0.28,17.48,10.95,0.05,21.5,67.03,8.34,2022-04-10,171623003907856
5.52,15.86,11.28,0.28,10.06,85.35,4.0,2022-04-11,171623003907856
3.59,22.73,15.0,0.13,13.73,83.17,7.33,2022-04-12,171623003907856
2.6,22.0,15.61,20.38,6.3,88.92,9.46,2022-04-13,171623003907856
-0.75,13.31,6.85,0.01,26.41,64.48,8.03,2022-04-14,171623003907856
4.43,18.29,11.07,0.1,17.19,76.04,6.8,2022-04-15,171623003907856
1.53,12.02,6.45,0.0,26.16,65.36,5.6,2022-04-16,171623003907856
-1.82,9.9,4.64,4.92,17.7,72.29,5.08,2022-04-17,171623003907856
0.64,8.97,4.44,0.33,8.8,72.7,7.13,2022-04-18,171623003907856
-2.39,11.67,5.18,0.0,24.75,67.77,4.24,2022-04-19,171623003907856
4.13,15.85,9.78,6.58,6.65,75.11,8.63,2022-04-20,171623003907856
9.96,21.06,15.58,2.36,22.36,72.28,3.43,2022-04-21,171623003907856
9.71,24.74,16.98,0.94,14.1,82.26,5.85,2022-04-22,171623003907856
15.42,26.1,20.65,0.25,20.49,78.62,8.81,2022-04-23,171623003907856
13.83,24.88,19.96,13.44,7.89,84.34,8.61,2022-04-24,171623003907856
3.05,15.79,11.08,1.66,16.61,73.45,5.08,2022-04-25,171623003907856
0.15,12.51,6.11,0.0,28.11,68.72,5.17,2022-04-26,171623003907856
0.49,19.25,9.2,0.0,23.54,70.96,3.11,2022-04-27,171623003907856
4.89,16.6,11.41,0.95,8.91,78.15,5.0,2022-04-28,171623003907856
9.89,21.18,15.34,1.46,12.7,80.77,6.44,2022-04-29,171623003907856
12.34,24.6,18.98,6.6,11.78,84.36,8.51,2022-04-30,171623003907856
7.26,14.19,11.09,0.01,7.56,78.85,6.04,2022-05-01,171623003907856
4.62,15.38,11.25,4.83,19.09,80.02,2.96,2022-05-02,171623003907856
7.75,22.55,15.1,12.01,6.13,85.52,7.77,2022-05-03,171623003907856
6.77,19.03,12.42,0.04,13.93,80.17,3.51,2022-05-04,171623003907856
9.24,14.9,12.31,17.24,5.33,92.02,4.69,2022-05-05,171623003907856
10.58,15.42,12.78,2.12,6.99,90.26,5.5,2022-05-06,171623003907856
7.28,20.4,13.63,0.0,28.64,69.24,5.77,2022-05-07,171623003907856
5.22,20.8,13.73,0.0,19.39,71.92,5.98,2022-05-08,171623003907856
11.82,25.85,19.06,0.0,23.77,80.88,8.19,2022-05-09,171623003907856
17.97,28.27,23.32,0.0,21.69,87.03,5.17,2022-05-10,171623003907856
20.16,29.66,24.78,0.0,20.43,86.42,3.34,2022-05-11,171623003907856
18.07,30.45,24.14,0.0,25.46,71.33,4.24,2022-05-12,171623003907856
15.83,30.01,23.15,0.1,26.73,75.28,3.59,2022-05-13,171623003907856
19.5,27.74,23.33,1.03,21.59,71.97,1.43,2022-05-14,171623003907856
12.51,28.24,20.31,5.95,17.44,75.56,4.18,2022-05-15,171623003907856
10.47,24.46,17.59,0.01,27.78,70.87,4.78,2022-05-16,171623003907856
11.78,26.32,19.43,0.1,21.9,68.85,2.95,2022-05-17,171623003907856
15.88,23.41,19.36,4.68,9.22,87.28,4.09,2022-05-18,171623003907856
14.22,28.16,21.8,2.3,24.35,83.36,5.14,2022-05-19,171623003907856
20.18,27.82,23.92,4.76,16.51,83.24,8.21,2022-05-20,171623003907856
13.33,22.98,18.62,15.99,7.24,83.54,4.27,2022-05-21,171623003907856
10.16,18.15,14.15,1.07,21.5,70.2,4.63,2022-05-22,171623003907856
7.04,19.75,13.65,0.4,29.54,66.83,4.72,2022-05-23,171623003907856
9.3,22.23,16.34,0.08,23.56,73.96,5.36,2022-05-24,171623003907856
16.5,25.69,20.95,7.03,14.43,88.73,7.14,2022-05-25,171623003907856
14.16,24.3,19.73,6.98,17.41,85.9,4.24,2022-05-26,171623003907856
12.49,21.7,17.11,5.43,6.77,85.13,3.74,2022-05-27,171623003907856
10.07,23.84,17.59,0.09,27.44,77.85,3.28,2022-05-28,171623003907856
14.78,26.77,20.88,0.0,24.93,76.58,6.96,2022-05-29,171623003907856
16.26,28.75,23.37,0.0,28.04,77.06,7.15,2022-05-30,171623003907856
19.52,29.97,24.9,0.79,18.77,78.44,6.54,2022-05-31,171623003907856
18.89,26.72,22.61,3.79,10.86,84.84,3.39,2022-06-01,171623003907856
14.08,24.79,20.1,0.64,26.98,72.95,3.74,2022-06-02,171623003907856
11.79,26.77,19.53,0.04,30.41,63.79,3.75,2022-06-03,171623003907856
11.73,27.62,20.98,0.0,25.76,58.19,1.66,2022-06-04,171623003907856
17.01,28.13,22.31,0.0,20.59,64.06,2.73,2022-06-05,171623003907856
16.89,25.72,20.73,1.12,15.11,82.55,3.78,2022-06-06,171623003907856
14.97,25.16,20.09,0.4,20.3,80.89,3.3,2022-06-07,171623003907856
13.69,26.62,19.53,6.11,11.94,79.42,5.15,2022-06-08,171623003907856
11.69,25.88,19.07,0.03,25.84,74.54,3.26,2022-06-09,171623003907856
15.2,23.37,18.43,2.38,7.72,74.0,2.33,2022-06-10,171623003907856
14.96,26.0,20.91,0.65,18.05,83.41,3.28,2022-06-11,171623003907856
18.54,29.36,24.07,1.94,15.67,85.94,2.9,2022-06-12,171623003907856
20.85,31.93,26.92,0.18,18.08,85.74,3.49,2022-06-13,171623003907856
23.91,32.29,28.01,0.01,28.49,82.95,4.75,2022-06-14,171623003907856
22.38,32.89,27.89,0.12,26.73,78.33,5.86,2022-06-15,171623003907856
24.1,32.66,27.35,1.78,30.21,77.23,4.92,2022-06-16,171623003907856
18.68,29.91,25.09,1.67,27.88,72.96,4.39,2022-06-17,171623003907856
12.43,25.78,19.65,0.0,31.59,55.5,4.49,2022-06-18,171623003907856
10.6,28.13,20.03,0.0,29.86,60.82,3.41,2022-06-19,171623003907856
13.08,31.44,22.64,0.0,31.37,60.62,3.76,2022-06-20,171623003907856
17.56,33.26,25.86,0.01,30.19,68.82,4.56,2022-06-21,171623003907856
20.3,31.12,25.36,0.2,22.51,70.65,4.05,2022-06-22,171623003907856
16.94,30.05,23.88,0.0,30.24,60.69,2.83,2022-06-23,171623003907856
16.07,31.12,24.21,0.05,23.63,59.14,1.82,2022-06-24,171623003907856
19.06,29.29,24.71,12.56,8.74,68.97,4.08,2022-06-25,171623003907856
17.01,27.74,22.69,10.41,24.36,75.04,5.12,2022-06-26,171623003907856
13.58,25.37,19.85,0.0,31.33,63.65,3.84,2022-06-27,171623003907856
13.2,28.08,21.23,0.0,29.48,57.93,2.01,2022-06-28,171623003907856
14.83,30.41,22.89,0.57,29.58,62.2,3.8,2022-06-29,171623003907856
16.09,31.79,24.32,0.0,30.15,59.46,4.5,2022-06-30,171623003907856
19.72,32.34,25.18,2.85,11.37,77.12,4.3,2022-07-01,171623003907856
19.22,29.11,23.98,0.22,21.05,66.47,2.53,2022-07-02,171623003907856
19.13,31.98,25.32,0.01,30.13,55.41,2.73,2022-07-03,171623003907856
19.66,32.78,26.72,3.33,21.36,69.02,4.05,2022-07-04,171623003907856
24.73,35.57,29.55,2.62,28.12,73.79,4.37,2022-07-05,171623003907856
23.74,32.91,28.15,1.05,20.27,73.41,3.33,2022-07-06,171623003907856
22.03,28.55,24.48,22.24,7.34,87.95,2.87,2022-07-07,171623003907856
20.37,29.36,25.18,37.11,7.27,87.41,2.47,2022-07-08,171623003907856
17.12,28.01,22.8,2.26,25.46,76.86,5.42,2022-07-09,171623003907856
14.89,27.88,21.84,0.0,29.3,65.85,2.25,2022-07-10,171623003907856
16.14,29.9,24.21,0.06,19.9,73.86,4.46,2022-07-11,171623003907856
19.32,28.13,23.81,0.01,30.14,71.42,4.42,2022-07-12,171623003907856
17.95,29.91,24.08,3.0,25.7,73.03,3.61,2022-07-13,171623003907856
16.55,29.21,23.19,0.43,28.11,68.39,2.46,2022-07-14,171623003907856
18.39,28.25,23.53,5.86,7.29,75.77,3.0,2022-07-15,171623003907856
20.9,32.29,26.61,1.31,19.25,75.13,2.69,2022-07-16,171623003907856
20.07,26.47,23.57,8.58,11.82,89.22,2.86,2022-07-17,171623003907856
19.08,30.29,24.86,0.02,27.4,69.0,2.63,2022-07-18,171623003907856
18.86,30.79,25.0,0.04,28.43,65.17,3.3,2022-07-19,171623003907856
21.52,33.32,26.98,0.33,28.27,68.69,5.27,2022-07-20,171623003907856
18.93,33.88,26.43,0.0,28.91,63.6,3.87,2022-07-21,171623003907856
18.81,33.85,26.2,0.04,26.7,62.92,3.25,2022-07-22,171623003907856
21.83,35.55,28.27,1.71,17.13,67.73,4.73,2022-07-23,171623003907856
20.85,33.01,26.72,4.22,10.72,73.22,5.74,2022-07-24,171623003907856
18.59,26.1,22.68,0.13,18.49,66.46,2.0,2022-07-25,171623003907856
18.09,27.88,22.81,4.1,12.43,77.63,2.06,2022-07-26,171623003907856
21.27,30.01,24.93,2.18,18.41,83.68,4.01,2022-07-27,171623003907856
19.29,31.59,24.58,4.37,22.74,73.91,3.6,2022-07-28,171623003907856
15.75,28.03,21.97,0.01,25.44,61.77,3.47,2022-07-29,171623003907856
16.99,30.22,23.42,0.0,25.3,56.77,1.64,2022-07-30,171623003907856
19.3,31.03,24.54,0.84,24.25,62.36,2.93,2022-07-31,171623003907856
20.83,32.49,26.12,9.2,25.38,75.24,5.12,2022-08-01,171623003907856
21.56,31.0,25.5,15.0,15.25,78.64,3.01,2022-08-02,171623003907856
22.85,32.02,26.46,24.76,16.59,87.1,5.22,2022-08-03,171623003907856
22.69,26.53,24.84,5.84,18.63,93.08,4.65,2022-08-04,171623003907856
22.91,30.23,26.02,0.2,19.0,84.36,3.37,2022-08-05,171623003907856
21.38,32.1,27.08,0.0,24.64,80.41,3.69,2022-08-06,171623003907856
22.44,33.29,27.79,0.52,13.16,77.93,4.37,2022-08-07,171623003907856
21.81,32.85,27.0,9.03,11.12,82.37,4.73,2022-08-08,171623003907856
15.92,28.1,22.62,4.57,18.23,74.65,3.05,2022-08-09,171623003907856
13.7,28.65,21.64,0.01,27.79,59.44,2.7,2022-08-10,171623003907856
15.67,30.02,22.55,1.41,21.79,66.08,3.46,2022-08-11,171623003907856
13.45,26.35,20.8,0.01,18.2,60.25,2.07,2022-08-12,171623003907856
15.53,27.83,21.57,0.3,18.96,61.69,4.08,2022-08-13,171623003907856
18.26,30.56,23.91,1.35,7.01,73.12,4.04,2022-08-14,171623003907856
17.91,28.31,22.6,0.01,17.79,67.85,3.98,2022-08-15,171623003907856
16.82,29.9,22.68,0.05,22.5,62.7,3.53,2022-08-16,171623003907856
15.24,30.22,22.63,0.05,24.03,61.43,2.9,2022-08-17,171623003907856
14.57,30.34,22.49,0.01,23.9,58.43,1.81,2022-08-18,171623003907856
16.82,30.12,23.3,2.76,23.74,61.75,3.14,2022-08-19,171623003907856
18.97,28.12,22.51,17.66,15.4,82.09,3.77,2022-08-20,171623003907856
17.78,28.15,22.73,3.68,16.16,76.85,2.98,2022-08-21,171623003907856
16.37,28.86,22.36,0.01,23.64,71.45,2.61,2022-08-22,171623003907856
16.21,29.1,22.94,0.0,21.9,55.92,1.52,2022-08-23,171623003907856
17.38,29.5,23.39,0.14,23.24,53.03,1.36,2022-08-24,171623003907856
17.53,29.98,23.76,5.23,16.83,69.52,3.07,2022-08-25,171623003907856
17.77,29.83,23.65,0.09,18.96,72.45,2.65,2022-08-26,171623003907856
15.77,30.64,23.35,0.0,22.96,66.04,2.84,2022-08-27,171623003907856
19.97,32.92,26.11,8.64,18.75,73.69,5.09,2022-08-28,171623003907856
22.91,29.38,25.45,20.95,17.48,89.41,4.9,2022-08-29,171623003907856
16.07,28.09,21.94,2.2,24.76,70.6,4.31,2022-08-30,171623003907856
13.63,28.53,21.19,0.26,24.16,68.0,2.73,2022-08-31,171623003907856
15.8,29.84,22.57,0.0,21.29,64.72,2.54,2022-09-01,171623003907856
17.77,27.86,22.43,0.03,15.72,70.82,2.54,2022-09-02,171623003907856
18.32,29.49,23.46,8.89,16.45,72.08,2.26,2022-09-03,171623003907856
19.42,27.88,22.4,6.39,10.07,84.1,4.32,2022-09-04,171623003907856
18.82,27.24,22.14,2.03,7.09,81.56,4.89,2022-09-05,171623003907856
18.53,29.24,23.13,0.03,17.32,70.45,3.0,2022-09-06,171623003907856
15.67,28.54,21.49,0.0,20.59,70.07,3.35,2022-09-07,171623003907856
12.99,28.34,20.59,0.0,23.18,63.22,2.48,2022-09-08,171623003907856
13.89,29.0,21.4,0.0,22.3,68.24,2.56,2022-09-09,171623003907856
17.26,29.79,23.66,2.2,20.13,71.33,2.12,2022-09-10,171623003907856
10.41,21.15,17.74,12.49,7.74,82.02,5.36,2022-09-11,171623003907856
9.89,21.01,15.75,0.3,7.04,68.49,5.16,2022-09-12,171623003907856
12.94,26.58,19.59,0.07,19.2,69.25,3.26,2022-09-13,171623003907856
12.71,29.16,20.92,0.0,19.65,61.92,1.61,2022-09-14,171623003907856
15.69,28.98,21.72,0.0,18.86,67.57,2.23,2022-09-15,171623003907856
15.16,29.14,21.39,0.0,18.78,72.79,3.36,2022-09-16,171623003907856
15.85,30.12,22.82,0.0,17.99,64.31,4.95,2022-09-17,171623003907856
17.48,29.68,22.86,2.55,17.36,74.65,4.33,2022-09-18,171623003907856
19.45,29.73,24.31,21.55,15.55,76.75,1.76,2022-09-19,171623003907856
17.87,33.15,24.94,0.39,19.41,73.36,3.79,2022-09-20,171623003907856
18.46,33.25,24.83,1.75,12.42,66.56,5.34,2022-09-21,171623003907856
9.72,21.11,16.03,0.04,19.46,55.27,5.45,2022-09-22,171623003907856
9.34,18.12,13.15,5.6,8.51,71.53,2.85,2022-09-23,171623003907856
11.44,26.49,18.43,0.34,18.31,69.4,4.05,2022-09-24,171623003907856
13.11,23.4,17.74,0.03,15.98,62.92,6.31,2022-09-25,171623003907856
7.74,19.99,13.78,0.0,19.79,52.32,5.99,2022-09-26,171623003907856
5.53,19.51,11.57,0.0,19.66,54.19,5.08,2022-09-27,171623003907856
4.39,19.33,11.3,0.0,17.2,67.83,3.77,2022-09-28,171623003907856
3.68,20.59,11.82,0.0,20.11,67.45,2.76,2022-09-29,171623003907856
5.51,21.6,12.81,0.0,18.91,65.48,3.61,2022-09-30,171623003907856
5.59,24.19,14.19,0.0,18.75,56.67,4.63,2022-10-01,171623003907856
8.44,24.07,15.25,0.0,18.35,68.08,4.66,2022-10-02,171623003907856
5.01,22.24,12.5,0.0,19.63,57.28,3.58,2022-10-03,171623003907856
5.08,23.68,15.09,0.0,18.77,46.16,1.43,2022-10-04,171623003907856
10.94,25.17,16.88,0.25,16.69,39.97,2.08,2022-10-05,171623003907856
11.5,25.52,17.37,1.78,16.32,60.9,3.97,2022-10-06,171623003907856
5.25,16.36,11.19,0.06,13.37,66.55,4.62,2022-10-07,171623003907856
3.91,15.81,8.79,0.0,18.1,62.11,2.94,2022-10-08,171623003907856
2.83,20.67,11.26,0.0,17.07,53.79,4.53,2022-10-09,171623003907856
5.88,24.77,14.67,0.0,16.66,57.71,3.85,2022-10-10,171623003907856
12.46,21.66,15.64,7.12,3.51,62.12,6.46,2022-10-11,171623003907856
9.19,20.78,15.07,6.66,6.15,63.81,6.67,2022-10-12,171623003907856
3.9,16.42,9.16,0.02,14.21,59.11,6.2,2022-10-13,171623003907856
1.07,18.17,9.6,3.43,15.34,55.28,5.67,2022-10-14,171623003907856
1.26,14.76,8.3,0.0,15.79,61.76,4.05,2022-10-15,171623003907856
4.15,17.3,10.24,0.0,15.13,56.52,4.97,2022-10-16,171623003907856
1.08,8.16,4.14,0.0,11.03,54.31,7.42,2022-10-17,171623003907856
-1.48,9.93,3.53,0.0,15.03,55.95,7.28,2022-10-18,171623003907856
-3.0,10.63,3.38,0.0,16.22,48.63,5.79,2022-10-19,171623003907856
-0.94,18.55,7.84,0.0,14.91,50.31,4.96,2022-10-20,171623003907856
4.09,23.88,13.12,0.0,14.32,57.41,6.07,2022-10-21,171623003907856
8.95,26.21,16.72,0.0,14.32,70.45,6.91,2022-10-22,171623003907856
13.71,25.19,18.81,0.01,12.6,64.7,8.68,2022-10-23,171623003907856
13.24,23.83,17.82,0.66,8.2,54.05,7.57,2022-10-24,171623003907856
10.34,22.59,16.04,36.63,1.94,84.1,6.29,2022-10-25,171623003907856
4.62,14.96,8.69,1.03,14.41,69.78,5.85,2022-10-26,171623003907856
1.84,14.29,7.63,0.35,11.87,65.83,4.36,2022-10-27,171623003907856
4.45,17.24,9.24,0.0,13.73,70.13,3.5,2022-10-28,171623003907856
2.99,20.53,10.71,0.02,11.87,69.34,3.04,2022-10-29,171623003907856
8.01,16.75,11.47,4.68,5.17,87.97,3.01,2022-10-30,171623003907856
7.77,16.46,12.62,5.0,3.19,94.18,3.1,2022-10-31,171623003907856
4.85,21.11,12.25,0.07,13.0,73.87,2.59,2022-11-01,171623003907856
8.56,22.92,14.0,0.0,10.86,74.96,4.19,2022-11-02,171623003907856
8.03,22.48,14.62,0.0,12.17,75.32,5.56,2022-11-03,171623003907856
12.65,24.43,17.93,0.07,6.37,72.05,8.39,2022-11-04,171623003907856
6.71,17.48,13.41,10.41,4.92,75.17,9.6,2022-11-05,171623003907856
5.65,19.6,11.32,0.0,12.22,74.62,4.88,2022-11-06,171623003907856
3.77,15.76,8.65,0.0,12.07,54.44,4.82,2022-11-07,171623003907856
3.89,16.6,9.27,0.0,11.49,58.21,5.28,2022-11-08,171623003907856
6.51,23.52,13.61,0.0,8.48,61.66,4.19,2022-11-09,171623003907856
10.2,22.53,15.12,0.0,11.11,65.98,5.84,2022-11-10,171623003907856
-1.62,10.59,5.84,0.01,8.98,64.01,6.74,2022-11-11,171623003907856
-2.69,3.17,-0.43,1.53,3.35,67.45,5.62,2022-11-12,171623003907856
-4.71,4.26,-0.35,0.0,8.69,65.62,2.82,2022-11-13,171623003907856
-5.01,5.89,0.39,0.0,11.28,63.99,3.05,2022-11-14,171623003907856
-1.21,4.89,0.85,1.61,2.91,81.56,3.47,2022-11-15,171623003907856
-3.87,1.47,-0.77,0.33,3.02,77.97,6.72,2022-11-16,171623003907856
-5.51,2.87,-1.59,0.01,8.41,73.24,5.77,2022-11-17,171623003907856
-5.72,-1.1,-3.62,0.0,4.71,60.71,6.74,2022-11-18,171623003907856
-7.35,1.25,-4.2,0.0,5.74,56.67,7.83,2022-11-19,171623003907856
-8.0,2.02,-3.65,0.0,11.28,49.25,5.09,2022-11-20,171623003907856
-4.68,8.55,0.46,0.0,10.78,62.95,5.77,2022-11-21,171623003907856
-2.03,11.93,2.54,0.0,10.42,81.28,4.04,2022-11-22,171623003907856
-0.65,14.07,4.81,0.0,9.75,82.48,3.8,2022-11-23,171623003907856
1.46,9.48,5.59,0.94,2.4,86.65,3.74,2022-11-24,171623003907856
1.38,12.23,5.14,0.03,10.22,74.72,3.66,2022-11-25,171623003907856
-2.52,11.56,4.22,0.89,10.32,71.4,3.4,2022-11-26,171623003907856
2.62,8.9,5.25,29.3,4.45,88.89,4.92,2022-11-27,171623003907856
1.86,7.78,4.28,0.02,3.27,89.04,2.99,2022-11-28,171623003907856
0.44,16.04,8.58,2.1,3.59,86.99,9.04,2022-11-29,171623003907856
-5.98,0.78,-2.83,0.03,9.93,60.08,9.01,2022-11-30,171623003907856
-6.79,2.17,-3.01,0.03,8.3,66.27,4.06,2022-12-01,171623003907856
-0.96,10.13,5.39,0.13,4.38,64.06,9.61,2022-12-02,171623003907856
-6.02,9.48,-1.66,0.02,10.38,62.28,6.86,2022-12-03,171623003907856
-5.76,4.81,-2.05,0.0,9.98,62.02,3.57,2022-12-04,171623003907856
